unique_registration_roll_number,student_id,certificate_serial_number,institute_type,institute_name,institute_website,accreditation_statement,credential_category,credential_title,issuance_date,convocation_date,year,marks_percent,marks_removed_flag,num_subjects,signed_hash_present,ocr_vs_meta_name_match,ocr_vs_meta_institute_match,ela_score,image_complexity_kb,label,tamper_type,image_file,meta_file,logo_file
ROLL7040479,STU982639,0167F822048D4024,PRIVATE,BITS Pilani,https://www.bitspilani.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,22-03-2015,22-03-2015,2012,,1,,0,83,81,17.7,384.96,tampered,marks_changed,images/ROLL7040479.jpg,metadata/ROLL7040479.json,logos/BITS_Pilani_logo.png
ROLL1736613,STU828976,997D722220F648F8,IIIT,IIIT Guwahati,https://www.iiitguwahati.edu.in,Recognized by Ministry of Education,Degree,B.Tech Computer Science,06-06-2021,06-06-2022,2021,66.77,0,11,1,90,88,14.75,362.9,genuine,,images/ROLL1736613.jpg,metadata/ROLL1736613.json,logos/IIIT_Guwahati_logo.png
ROLL3298307,STU559966,7F93BF12A5154880,NIT,NIT Warangal,https://www.nitwarangal.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,23-10-2016,23-10-2016,2011,77.19,0,4,1,94,93,14.76,492.83,genuine,,images/ROLL3298307.jpg,metadata/ROLL3298307.json,logos/NIT_Warangal_logo.png
ROLL9385673,STU305973,833757F642334AD5,IIIT,IIIT Hyderabad,https://www.iiithyderabad.edu.in,Recognized by Ministry of Education,Degree,M.Tech Computer Science,24-03-2012,24-03-2014,2020,62.29,0,7,1,80,92,8.88,381.26,genuine,,images/ROLL9385673.jpg,metadata/ROLL9385673.json,logos/IIIT_Hyderabad_logo.png
ROLL8405683,STU561395,E6803DC58EA048FB,IIIT,IIIT Hyderabad,https://www.iiithyderabad.edu.in,Recognized by Ministry of Education,Diploma,PG Diploma in AI & ML,29-03-2018,29-03-2018,2019,85.55,0,9,1,82,94,50.81736242,254.2781647,tampered,marks_changed,images/ROLL8405683.jpg,metadata/ROLL8405683.json,logos/IIIT_Hyderabad_logo.png
ROLL2107453,STU120259,3F5A7DAD85764972,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,15-08-2015,15-08-2015,2017,76.41,0,8,1,81,89,7.16,257.38,genuine,,images/ROLL2107453.jpg,metadata/ROLL2107453.json,logos/CET_Bhubaneswar_logo.png
ROLL8421814,STU438715,D906C97E218B4854,IIT,IIT Palakkad,https://www.iitpalakkad.edu.in,Recognized by Ministry of Education,Diploma,Diploma in Civil Engineering,20-06-2016,20-06-2018,2017,62.52,0,8,0,91,97,7.7,317.63,genuine,,images/ROLL8421814.jpg,metadata/ROLL8421814.json,logos/IIT_Palakkad_logo.png
ROLL1960623,STU218580,8433A9ABB0954C4E,NIT,NIT Warangal,https://www.nitwarangal.edu.in,Recognized by Ministry of Education,Degree,MBA,13-05-2025,13-05-2026,2022,67.57,0,12,1,91,94,12.44,519.84,genuine,,images/ROLL1960623.jpg,metadata/ROLL1960623.json,logos/NIT_Warangal_logo.png
ROLL5533596,STU463309,4D326CC097DA4B92,GFTI,BIT Mesra,https://www.bitmesra.edu.in,Accredited by NAAC A Grade,Certificate,Online Course: Deep Learning Specialization,03-02-2016,03-02-2016,2020,,1,,1,91,98,11.39,731.57,genuine,,images/ROLL5533596.jpg,metadata/ROLL5533596.json,logos/BIT_Mesra_logo.png
ROLL3127827,STU989595,E3BDE0D76A6549C5,NIT,NIT Calicut,https://www.nitcalicut.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,25-11-2012,25-11-2012,2015,,1,,0,93,96,18.02,136.96,genuine,,images/ROLL3127827.jpg,metadata/ROLL3127827.json,logos/NIT_Calicut_logo.png
ROLL7783544,STU628122,7BA02652E4164251,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,15-07-2021,15-07-2021,2024,73.96,0,10,0,88,91,2.35,439.53,tampered,serial_reused,images/ROLL7783544.jpg,metadata/ROLL7783544.json,logos/CET_Bhubaneswar_logo.png
ROLL9604912,STU438499,738EF0F5360D43E5,NIT,NIT Kurukshetra,https://www.nitkurukshetra.edu.in,Recognized by Ministry of Education,Diploma,Diploma in Civil Engineering,08-01-2015,08-01-2015,2017,,1,9,0,80,98,36.27820506,248.08,tampered,marks_removed,images/ROLL9604912.jpg,metadata/ROLL9604912.json,logos/NIT_Kurukshetra_logo.png
ROLL5512030,STU993563,153BC95B793A4A27,NIT,NIT Surathkal,https://www.nitsurathkal.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,18-02-2021,18-02-2022,2017,68.38,0,8,0,97,98,18.21,291.33,genuine,,images/ROLL5512030.jpg,metadata/ROLL5512030.json,logos/NIT_Surathkal_logo.png
ROLL8869393,STU453697,CFEA1979CD8D4C55,PRIVATE,VIT Vellore,https://www.vitvellore.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,16-03-2014,15-04-2014,2018,,1,,0,98,92,16.06,633,genuine,,images/ROLL8869393.jpg,metadata/ROLL8869393.json,logos/VIT_Vellore_logo.png
ROLL2799090,STU508033,4635DEE42B9945BD,IIIT,IIIT Allahabad,https://www.iiitallahabad.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,20-12-2010,19-01-2011,2024,77.26,0,10,1,95,91,2.13,837.79,genuine,,images/ROLL2799090.jpg,metadata/ROLL2799090.json,logos/IIIT_Allahabad_logo.png
ROLL8371241,STU366898,45CC7928EB594B77,IIT,IIT Dhanbad,https://www.iitism.ac.in/,Recognized by Ministry of Education,Degree,B.Tech Computer Science,13-06-2020,13-06-2022,2016,62.65,0,9,1,95,87,18.22,399.77,genuine,,images/ROLL8371241.jpg,metadata/ROLL8371241.json,logos/IIT_Dhanbad_logo.png
ROLL3667848,STU183811,EA1F762CD2064565,NIT,NIT Hamirpur,https://www.nithamirpur.edu.in,Institutes of National Importance (Act of Parliament),Diploma,Diploma in Civil Engineering,04-04-2013,04-05-2013,2025,75.15,0,11,1,81,94,3.99,459.35,genuine,,images/ROLL3667848.jpg,metadata/ROLL3667848.json,logos/NIT_Hamirpur_logo.png
ROLL9503504,STU118102,C79297C0B9834007,IIIT,IIIT Kota,https://www.iiitkota.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Online Course: Deep Learning Specialization,09-06-2012,09-06-2012,2017,68.19,0,6,0,88,90,9.71,290.27,genuine,,images/ROLL9503504.jpg,metadata/ROLL9503504.json,logos/IIIT_Kota_logo.png
ROLL6854401,STU541435,1229F308AAF04179,IIT,IIT Dhanbad,https://www.iitism.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,22-03-2016,22-03-2016,2022,69.26,0,7,1,90,81,5.34,894.51,genuine,,images/ROLL6854401.jpg,metadata/ROLL6854401.json,logos/IIT_Dhanbad_logo.png
ROLL7983714,STU184457,C39050B362804911,IIIT,IIITDM Jabalpur International,https://www.iiitdmjabalpur.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,16-02-2016,16-02-2016,2023,,1,,0,82,62,33.80731951,293.39,tampered,inst_name_changed,images/ROLL7983714.jpg,metadata/ROLL7983714.json,logos/IIITDM_Jabalpur_International_logo.png
ROLL8982801,STU580155,FA47FD3AD6FA4B30,IIT,IIT Bombay,https://www.iitbombay.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,30-03-2023,29-03-2025,2016,100,0,1,1,95,85,36.69552427,269.987264,tampered,marks_changed,images/ROLL8982801.jpg,metadata/ROLL8982801.json,logos/IIT_Bombay_logo.png
ROLL2593379,STU873461,5DB4A5AA28894B69,IIT,IIT Bhilai,https://www.iitbhilai.edu.in,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,27-03-2014,27-03-2014,2019,,1,,0,81,89,16.96,104.91,genuine,,images/ROLL2593379.jpg,metadata/ROLL2593379.json,logos/IIT_Bhilai_logo.png
ROLL1394291,STU917701,4286327EBC2A4E72,NIT,MNNIT  Allahabad,https://www.mnnit.ac.in/,Recognized by Ministry of Education,Degree,B.Tech Electronics,17-08-2024,17-08-2024,2025,66.9,0,11,1,94,94,3.92,449.29,tampered,serial_reused,images/ROLL1394291.jpg,metadata/ROLL1394291.json,logos/NIT_Allahabad_logo.png
ROLL3283984,STU809823,4CE47394183547B4,IIIT,IIIT Bangalore,https://www.iiitbangalore.edu.in,Recognized by Ministry of Education,Degree,MBA,13-11-2016,13-11-2018,2011,80.19,0,11,1,98,93,6.53,834.41,genuine,,images/ROLL3283984.jpg,metadata/ROLL3283984.json,logos/IIIT_Bangalore_logo.png
ROLL3870140,STU421128,C1125AB52B1B4B76,IIT,IIT Ropar,https://www.iitropar.edu.in,Recognized by Ministry of Education,ShortCourse,Summer School: Embedded Systems,10-03-2025,06-09-2025,2015,,1,,1,85,83,10.77,261.26,genuine,,images/ROLL3870140.jpg,metadata/ROLL3870140.json,logos/IIT_Ropar_logo.png
ROLL4708815,STU865226,1A23E0E0BDED42E2,IIIT,IIIT Kota,https://www.iiitkota.edu.in,Recognized by Ministry of Education,Degree,B.Tech Computer Science,23-08-2024,22-09-2024,2022,70.8,0,11,1,82,88,4.99,596.59,genuine,,images/ROLL4708815.jpg,metadata/ROLL4708815.json,logos/IIIT_Kota_logo.png
ROLL4071016,STU102874,2B1088ECEB2043A7,IIIT,IIIT Hyderabad,https://www.iiithyderabad.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Online Course: Deep Learning Specialization,19-01-2017,19-01-2017,2015,,1,,0,98,85,12.26,614.39,genuine,,images/ROLL4071016.jpg,metadata/ROLL4071016.json,logos/IIIT_Hyderabad_logo.png
ROLL8659299,STU577328,C9F1A4D93CBB4D8D,NIT,MNNIT  Allahabad,https://www.mnnit.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,18-07-2023,18-07-2023,2022,,1,,1,88,98,4.93,476.15,genuine,,images/ROLL8659299.jpg,metadata/ROLL8659299.json,logos/NIT_Allahabad_logo.png
ROLL1293973,STU845785,E6F3D6FB3CD542B7,IIT,IIT Roorkee,https://www.iitr.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,21-10-2020,21-10-2020,2018,92.55,0,5,0,92,81,12.04,867.16,genuine,,images/ROLL1293973.jpg,metadata/ROLL1293973.json,logos/IIT_Roorkee_logo.png
ROLL1282373,STU642621,37E8C5DDF530466F,IIT,IIT Dhanbad,https://www.iitism.ac.in/,Recognized by Ministry of Education,Certificate,Workshop: Data Science Bootcamp,03-02-2014,02-08-2014,2020,,1,,1,98,87,8.59,614.24,genuine,,images/ROLL1282373.jpg,metadata/ROLL1282373.json,logos/IIT_Dhanbad_logo.png
ROLL1332768,STU497773,45379DB91B2643AE,PRIVATE,Amrita Vishwa Vidyapeetham,https://www.amritavishwavidyapeetham.edu.in,Recognized by Ministry of Education,Diploma,Diploma in Civil Engineering,08-03-2022,08-03-2023,2010,68.77,0,6,1,94,85,2.38,527.24,genuine,,images/ROLL1332768.jpg,metadata/ROLL1332768.json,logos/Amrita_Vishwa_Vidyapeetham_logo.png
ROLL6798123,STU788917,975F022B95414F6B,NIT,NIT Manipur,https://www.nitmanipur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,09-08-2012,05-02-2013,2012,,1,,0,97,93,11.27,433.34,genuine,,images/ROLL6798123.jpg,metadata/ROLL6798123.json,logos/NIT_Manipur_logo.png
ROLL8394153,STU245409,195B481BF79144B8,IIIT,IIIT Guwahati,https://www.iiitguwahati.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,30-10-2019,29-11-2019,2020,76.57,0,12,0,87,92,4.55,721.39,genuine,,images/ROLL8394153.jpg,metadata/ROLL8394153.json,logos/IIIT_Guwahati_logo.png
ROLL6469261,STU943123,0A2F5201DF754B2D,IIT,IIT Bombay,https://www.iitbombay.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,29-01-2010,29-01-2011,2013,91.45,0,9,0,95,86,3.21,660.22,genuine,,images/ROLL6469261.jpg,metadata/ROLL6469261.json,logos/IIT_Bombay_logo.png
ROLL1825437,STU204465,0797F46021DA4856,IIIT,IIIT Guwahati,https://www.iiitguwahati.edu.in,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,14-09-2021,14-09-2021,2015,,1,,1,87,80,6.29,644.96,tampered,marks_changed,images/ROLL1825437.jpg,metadata/ROLL1825437.json,logos/IIIT_Guwahati_logo.png
ROLL5175971,STU825540,98EDF53E037C42F8,IIIT,IIIT Delhi,https://www.iiitdelhi.edu.in,Recognized by Ministry of Education,ShortCourse,Summer School: Embedded Systems,08-08-2010,07-08-2012,2022,,1,,1,97,90,12.91,567.05,genuine,,images/ROLL5175971.jpg,metadata/ROLL5175971.json,logos/IIIT_Delhi_logo.png
ROLL5012368,STU653028,41F2472DE67D432A,IIT,IIT Patna,https://www.iitpatna.edu.in,Institutes of National Importance (Act of Parliament),Diploma,PG Diploma in AI & ML,12-05-2011,12-05-2011,2019,38.25,0,12,0,93,91,19.98,532.84,genuine,,images/ROLL5012368.jpg,metadata/ROLL5012368.json,logos/IIT_Patna_logo.png
ROLL3736600,STU405460,302D250AC53741D3,NIT,NIT Srinagar,https://www.nitsrinagar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,17-04-2011,17-04-2011,2019,74.66,0,11,1,84,90,6.68,318.23,genuine,,images/ROLL3736600.jpg,metadata/ROLL3736600.json,logos/NIT_Srinagar_logo.png
ROLL3317018,STU918046,A784E4563AA9426F,NIT,NIT Trichy,https://www.nittrichy.edu.in,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,28-04-2021,28-04-2022,2013,,1,,1,83,96,18.69,715.2,genuine,,images/ROLL3317018.jpg,metadata/ROLL3317018.json,logos/NIT_Trichy_logo.png
ROLL5040075,STU506648,3499F7E783EB4B7C,NIT,NIT Durgapur,https://www.nitdurgapur.edu.in,Institutes of National Importance (Act of Parliament),Degree,M.Tech Computer Science,28-02-2021,28-02-2021,2022,67.82,0,9,1,92,88,17.86,588.91,genuine,,images/ROLL5040075.jpg,metadata/ROLL5040075.json,logos/NIT_Durgapur_logo.png
ROLL1572859,STU251630,4C581C4C906443A8,IIT,IIT Roorkee,https://www.iitr.ac.in/,Recognized by Ministry of Education,Diploma,Diploma in Civil Engineering,07-12-2025,07-12-2025,2021,81.29,0,11,0,97,81,5.57,822.01,genuine,,images/ROLL1572859.jpg,metadata/ROLL1572859.json,logos/IIT_Roorkee_logo.png
ROLL6199235,STU238812,F78A78F398DE46DA,PRIVATE,SRM University,https://www.srmuniversity.edu.in,Accredited by ABET,Certificate,Workshop: Data Science Bootcamp,26-02-2010,26-02-2012,2011,,1,,1,88,91,6.57,462.05,genuine,,images/ROLL6199235.jpg,metadata/ROLL6199235.json,logos/SRM_University_logo.png
ROLL9497513,STU300291,87A81D796F3447C4,IIT,IIT Palakkad,https://www.iitpalakkad.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,17-03-2019,17-03-2019,2021,77.82,0,3,1,82,91,15.23,447.89,genuine,,images/ROLL9497513.jpg,metadata/ROLL9497513.json,logos/IIT_Palakkad_logo.png
ROLL4386037,STU167913,615E0B7A84C7490E,NIT,NIT Manipur,https://www.nitmanipur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,19-05-2011,15-11-2011,2011,69.94,0,7,1,88,89,19.29,442.88,genuine,,images/ROLL4386037.jpg,metadata/ROLL4386037.json,logos/NIT_Manipur_logo.png
ROLL4739808,STU579657,D39D99FE0B5C49C5,PRIVATE,SRM University,https://www.srmuniversity.edu.in,Institutes of National Importance (Act of Parliament),Diploma,Diploma in Civil Engineering,21-07-2012,21-07-2012,2023,57.75,0,9,1,98,93,7.31,748.08,genuine,,images/ROLL4739808.jpg,metadata/ROLL4739808.json,logos/SRM_University_logo.png
ROLL2793226,STU362694,B42037D3BE1E45FC,IIT,IIT Guwahati,https://www.iitg.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,04-12-2019,04-12-2019,2023,85.35,0,12,1,82,80,11.49,323.93,genuine,,images/ROLL2793226.jpg,metadata/ROLL2793226.json,logos/IIT_Guwahati_logo.png
ROLL3995313,STU551401,4250CFD881F74D4E,NIT,NIT Patna,https://www.nitpatna.edu.in,Recognized by Ministry of Education,Degree,MBA,21-12-2019,20-12-2020,2021,53.99,0,7,0,96,94,4.82,373.7,genuine,,images/ROLL3995313.jpg,metadata/ROLL3995313.json,logos/NIT_Patna_logo.png
ROLL4629300,STU709811,94BA44E6A1BA4655,NIT,NIT Srinagar,https://www.nitsrinagar.edu.in,Institutes of National Importance (Act of Parliament),Degree,MBA,29-06-2022,29-06-2022,2012,62.48,0,6,1,97,93,13.92,121.97,genuine,,images/ROLL4629300.jpg,metadata/ROLL4629300.json,logos/NIT_Srinagar_logo.png
ROLL9576969,STU174781,E5CAFCE57F3C4802,IIT,IIT Bombay,https://www.iitbombay.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,30-03-2019,29-03-2021,2011,56.87,0,6,1,90,81,17.04,774.29,genuine,,images/ROLL9576969.jpg,metadata/ROLL9576969.json,logos/IIT_Bombay_logo.png
ROLL9139368,STU555475,D385B26004434172,GFTI,BCECE,https://www.bcece.edu.in,Accredited by NAAC A Grade,Certificate,Online Course: Deep Learning Specialization,10-05-2015,10-05-2015,2024,,1,,1,88,81,6.22,293.22,genuine,,images/ROLL9139368.jpg,metadata/ROLL9139368.json,logos/BCECE_logo.png
ROLL2345328,STU690660,71542FD735394AD2,IIT,IIT Delhi,https://home.iitd.ac.in/,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,01-04-2012,01-05-2012,2011,81.09,0,4,1,86,98,4.23,701.39,genuine,,images/ROLL2345328.jpg,metadata/ROLL2345328.json,logos/IIT_Delhi_logo.png
ROLL3580920,STU488053,0454A84319D741B4,MITS,MITS Gwalior,https://web.mitsgwalior.in/,Recognized by Ministry of Education,ShortCourse,Summer School: Embedded Systems,09-09-2025,09-09-2026,2020,87.34,0,2,0,94,87,3.86,574.44,genuine,,images/ROLL3580920.jpg,metadata/ROLL3580920.json,"""C:\Users\WINDOWS 11\OneDrive\Pictures\images (1).png"""
ROLL7586749,STU908249,E6C2BC76497143C2,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,16-05-2019,16-05-2019,2012,,1,,0,94,96,18.57,370.77,genuine,,images/ROLL7586749.jpg,metadata/ROLL7586749.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL9851012,STU172381,4810509B6E1C4A7F,NIT,NIT Calicut International,https://www.nitcalicut.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,13-11-2011,13-12-2011,2016,79.36,0,10,1,90,58,32.55191969,614.45,tampered,inst_name_changed,images/ROLL9851012.jpg,metadata/ROLL9851012.json,logos/NIT_Calicut_International_logo.png
ROLL4170403,STU913692,17FA338356F34012,NIT,NIT Calicut,https://www.nitcalicut.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,19-10-2012,17-04-2013,2017,,1,12,1,81,97,26.98745373,121.68,tampered,marks_removed,images/ROLL4170403.jpg,metadata/ROLL4170403.json,logos/NIT_Calicut_logo.png
ROLL4685273,STU442299,5D62DC37C52C42B7,IIIT,IIIT Hyderabad,https://www.iiithyderabad.edu.in,Recognized by Ministry of Education,Degree,MBA,09-08-2019,08-08-2020,2014,72.43,0,11,1,85,95,5.17,536.25,genuine,,images/ROLL4685273.jpg,metadata/ROLL4685273.json,logos/IIIT_Hyderabad_logo.png
ROLL6242461,STU490434,96E124AAF98341D9,NIT,NIT Durgapur,https://www.nitdurgapur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,13-02-2022,13-02-2024,2010,,1,,1,96,91,4.21,733.38,genuine,,images/ROLL6242461.jpg,metadata/ROLL6242461.json,logos/NIT_Durgapur_logo.png
ROLL3754694,STU942243,A841F15190634495,NIT,NIT Rourkela,https://www.nitrkl.ac.in/,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,15-10-2020,15-10-2022,2020,73.98,0,1,1,82,96,12.12,187.93,genuine,,images/ROLL3754694.jpg,metadata/ROLL3754694.json,logos/NIT_Rourkela_logo.png
ROLL9835370,STU859282,3AB79DDAC4F94A0B,IIT,IIT Gandhinagar,https://www.iitgandhinagar.edu.in,Recognized by Ministry of Education,Degree,B.Tech Electronics,20-10-2025,20-10-2025,2021,59.64,0,7,1,87,90,16.58,556.41,genuine,,images/ROLL9835370.jpg,metadata/ROLL9835370.json,logos/IIT_Gandhinagar_logo.png
ROLL2832656,STU429908,D891DBD002A347D9,IIT,IIT Patna,https://www.iitpatna.edu.in,Institutes of National Importance (Act of Parliament),Diploma,PG Diploma in AI & ML,14-08-2014,13-08-2016,2017,46.95,0,9,1,97,95,7.81,553.34,genuine,,images/ROLL2832656.jpg,metadata/ROLL2832656.json,logos/IIT_Patna_logo.png
ROLL7286030,STU787736,B23D19FEE8D24427,IIT,IIT Delhi,https://home.iitd.ac.in/,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,06-05-2013,02-11-2013,2011,,1,,0,89,87,18.36,567.68,genuine,,images/ROLL7286030.jpg,metadata/ROLL7286030.json,logos/IIT_Delhi_logo.png
ROLL4080156,STU124887,3FB6A8C9E30B4988,IIIT,IIIT Guwahati,https://www.iiitguwahati.edu.in,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,03-06-2020,30-11-2020,2011,79.83,0,2,1,94,80,15.31,540.83,genuine,,images/ROLL4080156.jpg,metadata/ROLL4080156.json,logos/IIIT_Guwahati_logo.png
ROLL6070213,STU755750,BA4719A3B7514688,NIT,NIT Hamirpur,https://www.nithamirpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",ShortCourse,Summer School: Embedded Systems,21-10-2021,21-10-2021,2013,83.12,0,1,0,92,83,16.21,591.64,genuine,,images/ROLL6070213.jpg,metadata/ROLL6070213.json,logos/NIT_Hamirpur_logo.png
